HGNC:5	['A1BG']	['alpha-1-B glycoprotein']
HGNC:19611	['OR8U1']	['olfactory receptor family 8 subfamily U member 1', 'olfactory receptor, family 8, subfamily U, member 1']
HGNC:29166	['OR8U9']	['olfactory receptor family 8 subfamily U member 9', 'olfactory receptor, family 8, subfamily U, member 9']
HGNC:31318	['OR8X1P']	['olfactory receptor family 8 subfamily X member 1 pseudogene', 'olfactory receptor, family 8, subfamily X, member 1 pseudogene']
HGNC:15093	['OR9A2']	['olfactory receptor family 9 subfamily A member 2', 'olfactory receptor, family 9, subfamily A, member 2']
HGNC:15095	['OR9A4']	['olfactory receptor family 9 subfamily A member 4', 'olfactory receptor, family 9, subfamily A, member 4']
HGNC:15319	['OR9G1', 'OR9G5']	['olfactory receptor family 9 subfamily G member 1', 'olfactory receptor, family 9, subfamily G, member 1']
HGNC:15321	['OR9G3P']	['olfactory receptor family 9 subfamily G member 3 pseudogene', 'olfactory receptor, family 9, subfamily G, member 3 pseudogene']
HGNC:31940	['OR9G9']	['olfactory receptor family 9 subfamily G member 9', 'olfactory receptor, family 9, subfamily G, member 9']
HGNC:14718	['OR9I1']	['olfactory receptor family 9 subfamily I member 1', 'olfactory receptor, family 9, subfamily I, member 1']
HGNC:15325	['OR9I3P', 'OST714']	['olfactory receptor family 9 subfamily I member 3 pseudogene', 'olfactory receptor, family 9, subfamily I, member 3 pseudogene']
HGNC:15338	['OR9K1P']	['olfactory receptor family 9 subfamily K member 1 pseudogene', 'olfactory receptor, family 9, subfamily K, member 1 pseudogene']
HGNC:14761	['OR9L1P', 'OR9L2P']	['olfactory receptor family 9 subfamily L member 1 pseudogene', 'olfactory receptor, family 9, subfamily L, member 1 pseudogene']
HGNC:15096	['OR9N1P']	['olfactory receptor family 9 subfamily N member 1 pseudogene', 'olfactory receptor, family 9, subfamily N, member 1 pseudogene']
HGNC:14724	['OR9Q1']	['olfactory receptor family 9 subfamily Q member 1', 'olfactory receptor, family 9, subfamily Q, member 1']
HGNC:15340	['OR9R1P']	['olfactory receptor family 9 subfamily R member 1 pseudogene', 'olfactory receptor, family 9, subfamily R, member 1 pseudogene']
HGNC:8161	['OR10A2', 'OST363', 'OR10A2P']	['olfactory receptor family 10 subfamily A member 2', 'olfactory receptor, family 10, subfamily A, member 2']
HGNC:15130	['OR10A4', 'OR10A4P']	['olfactory receptor family 10 subfamily A member 4', 'olfactory receptor, family 10, subfamily A, member 4 pseudogene', 'olfactory receptor, family 10, subfamily A, member 4']
HGNC:15132	['OR10A6']	['olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)', 'olfactory receptor, family 10, subfamily A, member 6 (gene/pseudogene)']
HGNC:14989	['OR10AA1P']	['olfactory receptor family 10 subfamily AA member 1 pseudogene', 'olfactory receptor, family 10, subfamily AA, member 1 pseudogene']
HGNC:14758	['OR10AC1', 'OR10AC1P']	['olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene)', 'olfactory receptor, family 10, subfamily AC, member 1 pseudogene', 'olfactory receptor, family 10, subfamily AC, member 1 (gene/pseudogene)']
HGNC:14990	['OR10AE1P', 'OR10AE2P']	['olfactory receptor family 10 subfamily AE member 1 pseudogene', 'olfactory receptor, family 10, subfamily AE, member 1 pseudogene']
HGNC:19606	['OR10AF1P']	['olfactory receptor family 10 subfamily AF member 1 pseudogene', 'olfactory receptor, family 10, subfamily AF, member 1 pseudogene']
HGNC:19647	['OR10AH1P']	['olfactory receptor family 10 subfamily AH member 1 pseudogene', 'olfactory receptor, family 10, subfamily AH, member 1 pseudogene']
HGNC:8163	['OR10B1P', 'OR10B2']	['olfactory receptor family 10 subfamily B member 1 pseudogene', 'olfactory receptor, family 10, subfamily B, member 1 pseudogene']
HGNC:8166	['OR10D1P', 'OST074', 'HTPCRX03', 'OR10D2P']	['olfactory receptor family 10 subfamily D member 1 pseudogene', 'olfactory receptor, family 10, subfamily D, member 1 pseudogene']
HGNC:14770	['OR10D4P', 'OR10D4', 'OR10D6P']	['olfactory receptor family 10 subfamily D member 4 pseudogene', 'olfactory receptor, family 10, subfamily D, member 4 pseudogene']
HGNC:8169	['OR10G1P']	['olfactory receptor family 10 subfamily G member 1 pseudogene', 'olfactory receptor, family 10, subfamily G, member 1 pseudogene']
HGNC:8171	['OR10G3']	['olfactory receptor family 10 subfamily G member 3', 'olfactory receptor, family 10, subfamily G, member 3']
HGNC:14811	['OR10G5P']	['olfactory receptor family 10 subfamily G member 5 pseudogene', 'olfactory receptor, family 10, subfamily G, member 5 pseudogene']
HGNC:14842	['OR10G7']	['olfactory receptor family 10 subfamily G member 7', 'olfactory receptor, family 10, subfamily G, member 7']
HGNC:15129	['OR10G9', 'OR10G10P']	['olfactory receptor family 10 subfamily G member 9', 'olfactory receptor, family 10, subfamily G, member 9']
HGNC:8173	['OR10H2']	['olfactory receptor family 10 subfamily H member 2', 'olfactory receptor, family 10, subfamily H, member 2']
HGNC:15388	['OR10H4']	['olfactory receptor family 10 subfamily H member 4', 'olfactory receptor, family 10, subfamily H, member 4']
HGNC:8175	['OR10J1', 'HGMP07J', 'HSHGMP07J']	['olfactory receptor family 10 subfamily J member 1', 'olfactory receptor, family 10, subfamily J, member 1']
HGNC:14992	['OR10J3', 'OR10J3P']	['olfactory receptor family 10 subfamily J member 3', 'olfactory receptor, family 10, subfamily J, member 3']
HGNC:14993	['OR10J5']	['olfactory receptor family 10 subfamily J member 5', 'olfactory receptor, family 10, subfamily J, member 5']
HGNC:19637	['OR10J7P']	['olfactory receptor family 10 subfamily J member 7 pseudogene', 'olfactory receptor, family 10, subfamily J, member 7 pseudogene']
HGNC:19639	['OR10J9P']	['olfactory receptor family 10 subfamily J member 9 pseudogene', 'olfactory receptor, family 10, subfamily J, member 9 pseudogene']
HGNC:14826	['OR10K2']	['olfactory receptor family 10 subfamily K member 2', 'olfactory receptor, family 10, subfamily K, member 2']
HGNC:15378	['OR10P1', 'OST701', 'OR10P1P', 'OR10P2P', 'OR10P3P']	['olfactory receptor family 10 subfamily P member 1', 'olfactory receptor, family 10, subfamily P, member 1']
HGNC:15135	['OR10Q2P']	['olfactory receptor family 10 subfamily Q member 2 pseudogene', 'olfactory receptor, family 10, subfamily Q, member 2 pseudogene']
HGNC:14820	['OR10R2', 'OR10R2Q']	['olfactory receptor family 10 subfamily R member 2', 'olfactory receptor, family 10, subfamily R, member 2']
HGNC:14807	['OR10S1']	['olfactory receptor family 10 subfamily S member 1', 'olfactory receptor, family 10, subfamily S, member 1']
HGNC:14816	['OR10T2']	['olfactory receptor family 10 subfamily T member 2', 'olfactory receptor, family 10, subfamily T, member 2']
HGNC:15136	['OR10V1']	['olfactory receptor family 10 subfamily V member 1', 'olfactory receptor, family 10, subfamily V, member 1']
HGNC:15138	['OR10V3P']	['olfactory receptor family 10 subfamily V member 3 pseudogene', 'olfactory receptor, family 10, subfamily V, member 3 pseudogene']
HGNC:15139	['OR10W1', 'OR10W1P']	['olfactory receptor family 10 subfamily W member 1', 'olfactory receptor, family 10, subfamily W, member 1 pseudogene', 'olfactory receptor, family 10, subfamily W, member 1']
HGNC:15140	['OR10Y1P']	['olfactory receptor family 10 subfamily Y member 1 pseudogene', 'olfactory receptor, family 10, subfamily Y, member 1 pseudogene']
HGNC:8176	['OR11A1', 'hs6M1-18', 'OR11A2']	['olfactory receptor family 11 subfamily A member 1', 'olfactory receptor, family 11, subfamily A, member 2', 'olfactory receptor, family 11, subfamily A, member 1']
HGNC:15346	['OR11G2']	['olfactory receptor family 11 subfamily G member 2', 'olfactory receptor, family 11, subfamily G, member 2']
HGNC:14716	['OR11H2', 'OR11H2P', 'OR11H8P', 'C14orf15']	['olfactory receptor family 11 subfamily H member 2', 'olfactory receptor, family 11, subfamily H, member 8 pseudogene', 'olfactory receptor, family 11, subfamily H, member 2']
HGNC:15347	['OR11H4']	['olfactory receptor family 11 subfamily H member 4', 'olfactory receptor, family 11, subfamily H, member 4']
HGNC:15349	['OR11H6']	['olfactory receptor family 11 subfamily H member 6', 'olfactory receptor, family 11, subfamily H, member 6']
HGNC:30738	['OR11H12']	['olfactory receptor family 11 subfamily H member 12', 'olfactory receptor, family 11, subfamily H, member 12']
HGNC:14997	['OR11I1P', 'OR11I2P']	['olfactory receptor family 11 subfamily I member 1 pseudogene', 'olfactory receptor, family 11, subfamily I, member 1 pseudogene']
HGNC:15370	['OR11J2P']	['olfactory receptor family 11 subfamily J member 2 pseudogene', 'olfactory receptor, family 11, subfamily J, member 2 pseudogene']
HGNC:38588	['OR11J6P']	['olfactory receptor family 11 subfamily J member 6 pseudogene', 'olfactory receptor, family 11, subfamily J, member 6 pseudogene']
HGNC:15371	['OR11K1P']	['olfactory receptor family 11 subfamily K member 1 pseudogene', 'olfactory receptor, family 11, subfamily K, member 1 pseudogene']
HGNC:14998	['OR11L1']	['olfactory receptor family 11 subfamily L member 1', 'olfactory receptor, family 11, subfamily L, member 1']
HGNC:19582	['OR11N1P']	['olfactory receptor family 11 subfamily N member 1 pseudogene', 'olfactory receptor, family 11, subfamily N, member 1 pseudogene']
HGNC:31239	['OR11Q1P']	['olfactory receptor family 11 subfamily Q member 1 pseudogene', 'olfactory receptor, family 11, subfamily Q, member 1 pseudogene']
HGNC:8178	['OR12D2', 'hs6M1-20']	['olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)', 'olfactory receptor, family 12, subfamily D, member 2', 'olfactory receptor, family 12, subfamily D, member 2 (gene/pseudogene)']
HGNC:14772	['OR13A1']	['olfactory receptor family 13 subfamily A member 1', 'olfactory receptor, family 13, subfamily A, member 1']
HGNC:14701	['OR13C2']	['olfactory receptor family 13 subfamily C member 2', 'olfactory receptor, family 13, subfamily C, member 2']
HGNC:14722	['OR13C4']	['olfactory receptor family 13 subfamily C member 4', 'olfactory receptor, family 13, subfamily C, member 4']
HGNC:15101	['OR13C6P']	['olfactory receptor family 13 subfamily C member 6 pseudogene', 'olfactory receptor, family 13, subfamily C, member 6 pseudogene']
HGNC:15103	['OR13C8']	['olfactory receptor family 13 subfamily C member 8', 'olfactory receptor, family 13, subfamily C, member 8']
HGNC:14695	['OR13D1']	['olfactory receptor family 13 subfamily D member 1', 'olfactory receptor, family 13, subfamily D, member 1']
HGNC:15106	['OR13D3P']	['olfactory receptor family 13 subfamily D member 3 pseudogene', 'olfactory receptor, family 13, subfamily D, member 3 pseudogene']
HGNC:14723	['OR13F1']	['olfactory receptor family 13 subfamily F member 1', 'olfactory receptor, family 13, subfamily F, member 1']
HGNC:14755	['OR13H1']	['olfactory receptor family 13 subfamily H member 1', 'olfactory receptor, family 13, subfamily H, member 1']
HGNC:15108	['OR13J1']	['olfactory receptor family 13 subfamily J member 1', 'olfactory receptor, family 13, subfamily J, member 1']
HGNC:31240	['OR13Z1P']	['olfactory receptor family 13 subfamily Z member 1 pseudogene', 'olfactory receptor, family 13, subfamily Z, member 1 pseudogene']
HGNC:31242	['OR13Z3P']	['olfactory receptor family 13 subfamily Z member 3 pseudogene', 'olfactory receptor, family 13, subfamily Z, member 3 pseudogene']
HGNC:15022	['OR14A16', 'OR5AT1']	['olfactory receptor family 14 subfamily A member 16', 'olfactory receptor, family 5, subfamily AT, member 1', 'olfactory receptor, family 14, subfamily A, member 16']
HGNC:19575	['OR14I1', 'OR5BU1P', 'OR5BU1']	['olfactory receptor family 14 subfamily I member 1', 'olfactory receptor, family 5, subfamily BU, member 1', 'olfactory receptor, family 14, subfamily I, member 1']
HGNC:15025	['OR14K1', 'OR5AY1']	['olfactory receptor family 14 subfamily K member 1', 'olfactory receptor, family 5, subfamily AY, member 1', 'olfactory receptor, family 14, subfamily K, member 1']
HGNC:8316	['OR51A1P']	['olfactory receptor family 51 subfamily A member 1 pseudogene', 'olfactory receptor, family 51, subfamily A, member 1 pseudogene']
HGNC:14794	['OR51A3P']	['olfactory receptor family 51 subfamily A member 3 pseudogene', 'olfactory receptor, family 51, subfamily A, member 3 pseudogene']
HGNC:14801	['OR51A5P']	['olfactory receptor family 51 subfamily A member 5 pseudogene', 'olfactory receptor, family 51, subfamily A, member 5 pseudogene']
HGNC:15188	['OR51A7']	['olfactory receptor family 51 subfamily A member 7', 'olfactory receptor, family 51, subfamily A, member 7']
HGNC:15190	['OR51A9P']	['olfactory receptor family 51 subfamily A member 9 pseudogene', 'olfactory receptor, family 51, subfamily A, member 9 pseudogene']
HGNC:31278	['OR51AB1P']	['olfactory receptor family 51 subfamily AB member 1 pseudogene', 'olfactory receptor, family 51, subfamily AB, member 1 pseudogene']
HGNC:14706	['OR51B3P']	['olfactory receptor family 51 subfamily B member 3 pseudogene', 'olfactory receptor, family 51, subfamily B, member 3 pseudogene']
HGNC:19599	['OR51B5']	['olfactory receptor family 51 subfamily B member 5', 'olfactory receptor, family 51, subfamily B, member 5']
HGNC:31279	['OR51B8P']	['olfactory receptor family 51 subfamily B member 8 pseudogene', 'olfactory receptor, family 51, subfamily B, member 8 pseudogene']
HGNC:31280	['OR51C4P']	['olfactory receptor family 51 subfamily C member 4 pseudogene', 'olfactory receptor, family 51, subfamily C, member 4 pseudogene']
HGNC:15194	['OR51E1', 'GPR136', 'OR51E1P', 'OR52A3P', 'GPR164']	['olfactory receptor family 51 subfamily E member 1', 'olfactory receptor, family 51, subfamily E, member 1 pseudogene', 'olfactory receptor, family 51, subfamily E, member 1']
HGNC:15428	['OR51E3P']	['entry withdrawn']
HGNC:15197	['OR51F2']	['olfactory receptor family 51 subfamily F member 2', 'olfactory receptor, family 51, subfamily F, member 2']
HGNC:31282	['OR51F4P']	['olfactory receptor family 51 subfamily F member 4 pseudogene', 'olfactory receptor, family 51, subfamily F, member 4 pseudogene']
HGNC:14738	['OR51G1', 'OR51G3P']	['olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)', 'olfactory receptor, family 51, subfamily G, member 1 (gene/pseudogene)']
HGNC:14833	['OR51H1', 'OR51H1P']	['olfactory receptor family 51 subfamily H member 1', 'olfactory receptor, family 51, subfamily H, member 1 pseudogene', 'olfactory receptor, family 51, subfamily H, member 1']
HGNC:15200	['OR51I1']	['olfactory receptor family 51 subfamily I member 1', 'olfactory receptor, family 51, subfamily I, member 1']
HGNC:14856	['OR51J1', 'OR51J2', 'OR51J1P']	['olfactory receptor family 51 subfamily J member 1 (gene/pseudogene)', 'olfactory receptor, family 51, subfamily J, member 1', 'olfactory receptor, family 51, subfamily J, member 1 (gene/pseudogene)']
HGNC:14759	['OR51L1']	['olfactory receptor family 51 subfamily L member 1', 'olfactory receptor, family 51, subfamily L, member 1']
HGNC:14757	['OR51N1P']	['olfactory receptor family 51 subfamily N member 1 pseudogene', 'olfactory receptor, family 51, subfamily N, member 1 pseudogene']
HGNC:14851	['OR51Q1']	['olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)', 'olfactory receptor, family 51, subfamily Q, member 1', 'olfactory receptor, family 51, subfamily Q, member 1 (gene/pseudogene)']
HGNC:15204	['OR51S1']	['olfactory receptor family 51 subfamily S member 1', 'olfactory receptor, family 51, subfamily S, member 1']
HGNC:19597	['OR51V1', 'OR51A12']	['olfactory receptor family 51 subfamily V member 1', 'olfactory receptor, family 51, subfamily V, member 1']
HGNC:15429	['OR52A2']	['entry withdrawn']
HGNC:19580	['OR52A5']	['olfactory receptor family 52 subfamily A member 5', 'olfactory receptor, family 52, subfamily A, member 5']
HGNC:15207	['OR52B2']	['olfactory receptor family 52 subfamily B member 2', 'olfactory receptor, family 52, subfamily B, member 2']
HGNC:15209	['OR52B4']	['olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)', 'olfactory receptor, family 52, subfamily B, member 4 (gene/pseudogene)']
HGNC:15211	['OR52B6']	['olfactory receptor family 52 subfamily B member 6', 'olfactory receptor, family 52, subfamily B, member 6']
HGNC:14766	['OR52E1', 'OR52E1P']	['olfactory receptor family 52 subfamily E member 1 (gene/pseudogene)', 'olfactory receptor, family 52, subfamily E, member 1 pseudogene', 'olfactory receptor, family 52, subfamily E, member 1 gene/pseudogene', 'olfactory receptor, family 52, subfamily E, member 1 (gene/pseudogene)']
HGNC:14793	['OR52E3P']	['olfactory receptor family 52 subfamily E member 3 pseudogene', 'olfactory receptor, family 52, subfamily E, member 3 pseudogene']
HGNC:15214	['OR52E5']	['olfactory receptor family 52 subfamily E member 5', 'olfactory receptor, family 52, subfamily E, member 5']
HGNC:15216	['OR52E7P']	['olfactory receptor family 52 subfamily E member 7 pseudogene', 'olfactory receptor, family 52, subfamily E, member 7 pseudogene']
HGNC:15218	['OR52H1']	['olfactory receptor family 52 subfamily H member 1', 'olfactory receptor, family 52, subfamily H, member 1']
HGNC:15220	['OR52I1']	['olfactory receptor family 52 subfamily I member 1', 'olfactory receptor, family 52, subfamily I, member 1']
HGNC:14760	['OR52J1P']	['olfactory receptor family 52 subfamily J member 1 pseudogene', 'olfactory receptor, family 52, subfamily J, member 1 pseudogene']
HGNC:14799	['OR52J3']	['olfactory receptor family 52 subfamily J member 3', 'olfactory receptor, family 52, subfamily J, member 3']
